"","x"
"1367","WDR26"
"1368","CNIH3"
"1369","DNAH14"
"1370","LBR"
"1371","ENAH"
"1372","SRP9"
"1373","EPHX1"
"1374","TMEM63A"
"1375","LEFTY1"
"1376","SDE2"
"1377","H3F3A"
"1378","ACBD3"
"1379","MIXL1"
"1380","LIN9"
"1381","PARP1"
"1382","ITPKB"
"1383","PSEN2"
"1384","CDC42BPA"
"1385","ZNF678"
"1386","SNAP47"
"1387","JMJD4"
"1388","WNT9A"
"1389","ARF1"
"1390","C1orf35"
"1391","MRPL55"
"1392","GUK1"
"1393","GJC2"
"1394","IBA57"
"1395","OBSCN"
"1396","TRIM11"
"1397","TRIM17"
"1398","HIST3H2A"
"1399","HIST3H2BB"
"1400","RNF187"
"1401","RHOU"
"1402","RAB4A"
"1403","CCSAP"
"1404","ACTA1"
"1405","NUP133"
"1406","ABCB10"
"1407","TAF5L"
"1408","URB2"
"1409","GALNT2"
"1410","PGBD5"
"1411","COG2"
"1412","AGT"
"1413","C1orf198"
"1414","TTC13"
"1415","ARV1"
"1416","FAM89A"
"1417","TRIM67"
"1418","C1orf131"
"1419","GNPAT"
"1420","EXOC8"
"1421","SPRTN"
"1422","EGLN1"
"1423","DISC1"
"1424","SIPA1L2"
"1425","MAP10"
"1426","NTPCR"
"1427","KCNK1"
"1428","SLC35F3"
"1429","COA6"
"1430","TARBP1"
"1431","IRF2BP2"
"1432","TOMM20"
"1433","RBM34"
"1434","ARID4B"
"1435","GGPS1"
"1436","TBCE"
"1437","B3GALNT2"
"1438","GNG4"
"1439","LYST"
"1440","NID1"
"1441","GPR137B"
"1442","ERO1B"
"1443","LGALS8"
"1444","HEATR1"
"1445","ACTN2"
"1446","MTR"
"1447","RYR2"
"1448","CHRM3"
"1449","FMN2"
"1450","GREM2"
"1451","RGS7"
"1452","FH"
"1453","KMO"
"1454","OPN3"
"1455","EXO1"
"1456","PLD5"
"1457","CEP170"
"1458","SDCCAG8"
"1459","AKT3"
"1460","ZBTB18"
"1461","ADSS"
"1462","DESI2"
"1463","COX20"
"1464","HNRNPU"
"1465","EFCAB2"
"1466","KIF26B"
"1467","SMYD3"
"1468","TFB2M"
"1469","CNST"
"1470","SCCPDH"
"1471","AHCTF1"
"1472","ZNF669"
"1473","C1orf229"
"1474","ZNF124"
"1475","ZNF496"
"1476","NLRP3"
"1477","GCSAML"
"1478","TRIM58"
"1479","OR2L13"
"1480","LYPD8"
"1481","SH3BP5L"
"1482","ZNF672"
"1483","ZNF692"
"1484","PGBD2"
"1485","FAM110C"
"1486","SH3YL1"
"1487","ACP1"
"1488","TMEM18"
"1489","SNTG2"
"1490","TPO"
"1491","PXDN"
"1492","MYT1L"
"1493","TRAPPC12"
"1494","ADI1"
"1495","RNASEH1"
"1496","RPS7"
"1497","COLEC11"
"1498","ALLC"
"1499","SOX11"
"1500","CMPK2"
"1501","RSAD2"
"1502","RNF144A"
"1503","ID2"
"1504","KIDINS220"
"1505","MBOAT2"
"1506","ASAP2"
"1507","ITGB1BP1"
"1508","CPSF3"
"1509","IAH1"
"1510","ADAM17"
"1511","YWHAQ"
"1512","TAF1B"
"1513","GRHL1"
"1514","KLF11"
"1515","CYS1"
"1516","RRM2"
"1517","C2orf48"
"1518","HPCAL1"
"1519","ODC1"
"1520","NOL10"
"1521","ATP6V1C2"
"1522","PDIA6"
"1523","KCNF1"
"1524","C2orf50"
"1525","PQLC3"
"1526","ROCK2"
"1527","E2F6"
"1528","GREB1"
"1529","NTSR2"
"1530","LPIN1"
"1531","TRIB2"
"1532","FAM84A"
"1533","NBAS"
"1534","DDX1"
"1535","MYCNOS"
"1536","MYCN"
"1537","FAM49A"
"1538","RAD51AP2"
"1539","VSNL1"
"1540","SMC6"
"1541","GEN1"
"1542","KCNS3"
"1543","RDH14"
"1544","OSR1"
"1545","TTC32"
"1546","WDR35"
"1547","LAPTM4A"
"1548","SDC1"
"1549","PUM2"
"1550","RHOB"
"1551","HS1BP3"
"1552","GDF7"
"1553","LDAH"
"1554","APOB"
"1555","KLHL29"
"1556","ATAD2B"
"1557","UBXN2A"
"1558","MFSD2B"
"1559","FKBP1B"
"1560","SF3B6"
"1561","FAM228B"
"1562","TP53I3"
"1563","PFN4"
"1564","FAM228A"
"1565","ITSN2"
"1566","NCOA1"
"1567","PTRHD1"
"1568","CENPO"
"1569","ADCY3"
"1570","DNAJC27"
"1571","EFR3B"
"1572","POMC"
"1573","DNMT3A"
"1574","DTNB"
"1575","ASXL2"
"1576","KIF3C"
"1577","RAB10"
"1578","GAREM2"
"1579","HADHA"
"1580","HADHB"
"1581","ADGRF3"
"1582","DRC1"
"1583","OTOF"
"1584","C2orf70"
"1585","KCNK3"
"1586","CENPA"
"1587","DPYSL5"
"1588","MAPRE3"
"1589","TMEM214"
"1590","AGBL5"
"1591","OST4"
"1592","EMILIN1"
"1593","KHK"
"1594","CGREF1"
"1595","ABHD1"
"1596","PREB"
"1597","TCF23"
"1598","SLC5A6"
"1599","ATRAID"
"1600","CAD"
"1601","SLC30A3"
"1602","DNAJC5G"
"1603","TRIM54"
"1604","UCN"
"1605","MPV17"
"1606","GTF3C2"
"1607","EIF2B4"
"1608","SNX17"
"1609","ZNF513"
"1610","PPM1G"
"1611","NRBP1"
"1612","KRTCAP3"
"1613","IFT172"
"1614","FNDC4"
"1615","GCKR"
"1616","ZNF512"
"1617","CCDC121"
"1618","GPN1"
"1619","SUPT7L"
"1620","SLC4A1AP"
"1621","MRPL33"
"1622","RBKS"
"1623","FOSL2"
"1624","PLB1"
"1625","PPP1CB"
"1626","SPDYA"
"1627","TRMT61B"
"1628","WDR43"
"1629","CLIP4"
"1630","ALK"
"1631","YPEL5"
"1632","LBH"
"1633","LCLAT1"
"1634","CAPN13"
"1635","GALNT14"
"1636","CAPN14"
"1637","EHD3"
"1638","MEMO1"
"1639","DPY30"
"1640","SPAST"
"1641","SLC30A6"
"1642","YIPF4"
"1643","BIRC6"
"1644","TTC27"
"1645","LTBP1"
"1646","RASGRP3"
"1647","FAM98A"
"1648","CRIM1"
"1649","FEZ2"
"1650","VIT"
"1651","STRN"
"1652","HEATR5B"
"1653","GPATCH11"
"1654","EIF2AK2"
"1655","CEBPZOS"
"1656","CEBPZ"
"1657","NDUFAF7"
"1658","PRKD3"
"1659","QPCT"
"1660","CDC42EP3"
"1661","RMDN2"
"1662","CYP1B1"
"1663","ATL2"
"1664","HNRNPLL"
"1665","GALM"
"1666","SRSF7"
"1667","GEMIN6"
"1668","DHX57"
"1669","MORN2"
"1670","ARHGEF33"
"1671","SOS1"
"1672","CDKL4"
"1673","MAP4K3"
"1674","TMEM178A"
"1675","THUMPD2"
"1676","SLC8A1"
"1677","PKDCC"
"1678","EML4"
"1679","COX7A2L"
"1680","KCNG3"
"1681","MTA3"
"1682","OXER1"
"1683","ZFP36L2"
"1684","THADA"
"1685","PLEKHH2"
"1686","C1GALT1C1L"
"1687","DYNC2LI1"
"1688","ABCG5"
"1689","ABCG8"
"1690","LRPPRC"
"1691","PPM1B"
"1692","SLC3A1"
"1693","PREPL"
"1694","CAMKMT"
"1695","SIX3"
"1696","SRBD1"
"1697","PRKCE"
"1698","EPAS1"
"1699","ATP6V1E2"
"1700","RHOQ"
"1701","PIGF"
"1702","CRIPT"
"1703","SOCS5"
"1704","MCFD2"
"1705","TTC7A"
"1706","CALM2"
"1707","EPCAM"
"1708","MSH2"
"1709","KCNK12"
"1710","MSH6"
"1711","FBXO11"
"1712","FOXN2"
"1713","PPP1R21"
"1714","FSHR"
"1715","NRXN1"
"1716","ASB3"
"1717","CHAC2"
"1718","ERLEC1"
"1719","PSME4"
"1720","ACYP2"
"1721","TSPYL6"
"1722","C2orf73"
"1723","SPTBN1"
"1724","EML6"
"1725","RTN4"
"1726","CLHC1"
"1727","RPS27A"
"1728","MTIF2"
"1729","CCDC88A"
"1730","CFAP36"
"1731","PPP4R3B"
"1732","PNPT1"
"1733","EFEMP1"
"1734","CCDC85A"
"1735","VRK2"
"1736","FANCL"
"1737","BCL11A"
"1738","PAPOLG"
"1739","REL"
"1740","PUS10"
"1741","PEX13"
"1742","KIAA1841"
"1743","C2orf74"
"1744","USP34"
"1745","XPO1"
"1746","FAM161A"
"1747","CCT4"
"1748","COMMD1"
"1749","B3GNT2"
"1750","TMEM17"
"1751","EHBP1"
"1752","OTX1"
"1753","WDPCP"
"1754","MDH1"
"1755","UGP2"
"1756","VPS54"
"1757","PELI1"
"1758","LGALSL"
"1759","AFTPH"
"1760","SERTAD2"
"1761","SLC1A4"
"1762","CEP68"
"1763","RAB1A"
"1764","ACTR2"
"1765","SPRED2"
"1766","MEIS1"
"1767","ETAA1"
"1768","C1D"
"1769","WDR92"
"1770","PNO1"
"1771","CNRIP1"
"1772","PLEK"
"1773","FBXO48"
"1774","APLF"
"1775","ARHGAP25"
"1776","ANTXR1"
"1777","GFPT1"
"1778","NFU1"
"1779","AAK1"
"1780","ANXA4"
"1781","GMCL1"
"1782","SNRNP27"
"1783","MXD1"
"1784","ASPRV1"
"1785","PCBP1"
"1786","C2orf42"
"1787","TIA1"
"1788","PCYOX1"
"1789","SNRPG"
"1790","FAM136A"
"1791","TGFA"
"1792","ADD2"
"1793","VAX2"
"1794","ATP6V1B1"
"1795","ANKRD53"
"1796","NAGK"
"1797","MCEE"
"1798","MPHOSPH10"
"1799","PAIP2B"
"1800","ZNF638"
"1801","DYSF"
"1802","CYP26B1"
"1803","EXOC6B"
"1804","SPR"
"1805","EMX1"
"1806","SFXN5"
"1807","RAB11FIP5"
"1808","SMYD5"
"1809","PRADC1"
"1810","CCT7"
"1811","FBXO41"
"1812","EGR4"
"1813","ALMS1"
"1814","TPRKB"
"1815","DUSP11"
"1816","STAMBP"
"1817","DGUOK"
"1818","TET3"
"1819","BOLA3"
"1820","MOB1A"
"1821","MTHFD2"
"1822","DCTN1"
"1823","C2orf81"
"1824","WDR54"
"1825","RTKN"
"1826","INO80B"
"1827","WBP1"
"1828","MOGS"
"1829","MRPL53"
"1830","CCDC142"
"1831","TTC31"
"1832","PCGF1"
"1833","TLX2"
"1834","DQX1"
"1835","AUP1"
"1836","HTRA2"
"1837","LOXL3"
"1838","DOK1"
"1839","M1AP"
"1840","SEMA4F"
"1841","POLE4"
"1842","TACR1"
"1843","MRPL19"
"1844","GCFC2"
"1845","LRRTM4"
"1846","CTNNA2"
"1847","LRRTM1"
"1848","SUCLG1"
"1849","DNAH6"
"1850","TRABD2A"
"1851","TMSB10"
"1852","KCMF1"
"1853","TCF7L1"
"1854","TGOLN2"
"1855","RETSAT"
"1856","ELMOD3"
"1857","CAPG"
"1858","SH2D6"
"1859","MAT2A"
"1860","GGCX"
"1861","VAMP8"
"1862","VAMP5"
"1863","RNF181"
"1864","TMEM150A"
"1865","USP39"
"1866","C2orf68"
"1867","SFTPB"
"1868","GNLY"
"1869","ATOH8"
"1870","ST3GAL5"
"1871","POLR1A"
"1872","PTCD3"
"1873","IMMT"
"1874","MRPL35"
"1875","REEP1"
"1876","KDM3A"
"1877","CHMP3"
"1878","RNF103-CHMP3"
"1879","RMND5A"
"1880","CD8A"
"1881","PLGLB1"
"1882","PLGLB2"
"1883","RGPD2"
"1884","KRCC1"
"1885","SMYD1"
"1886","THNSL2"
"1887","EIF2AK3"
"1888","RPIA"
"1889","TEKT4"
"1890","MAL"
"1891","MRPS5"
"1892","ZNF514"
"1893","ZNF2"
"1894","PROM2"
"1895","KCNIP3"
"1896","FAHD2A"
"1897","ANKRD36C"
"1898","GPAT2"
"1899","DUSP2"
"1900","STARD7"
"1901","TMEM127"
"1902","CIAO1"
"1903","SNRNP200"
"1904","ITPRIPL1"
"1905","NCAPH"
"1906","NEURL3"
"1907","ARID5A"
"1908","KANSL3"
"1909","FER1L5"
"1910","LMAN2L"
"1911","CNNM4"
"1912","CNNM3"
"1913","ANKRD23"
"1914","ANKRD39"
"1915","SEMA4C"
"1916","FAM178B"
"1917","FAHD2B"
"1918","ANKRD36"
"1919","ANKRD36B"
"1920","COX5B"
"1921","ACTR1B"
"1922","ZAP70"
"1923","TMEM131"
"1924","VWA3B"
"1925","CNGA3"
"1926","INPP4A"
"1927","COA5"
"1928","UNC50"
"1929","MGAT4A"
"1930","KIAA1211L"
"1931","TSGA10"
"1932","MITD1"
"1933","LYG2"
"1934","LYG1"
"1935","TXNDC9"
"1936","EIF5B"
"1937","REV1"
"1938","AFF3"
"1939","LONRF2"
"1940","CHST10"
"1941","PDCL3"
"1942","NPAS2"
"1943","RPL31"
"1944","TBC1D8"
"1945","CNOT11"
"1946","RNF149"
"1947","CREG2"
"1948","RFX8"
"1949","MAP4K4"
"1950","IL1R1"
"1951","IL1RL2"
"1952","SLC9A2"
"1953","MFSD9"
"1954","TMEM182"
"1955","POU3F3"
"1956","MRPS9"
"1957","TGFBRAP1"
"1958","C2orf49"
"1959","FHL2"
"1960","NCK2"
"1961","C2orf40"
"1962","UXS1"
"1963","RGPD3"
"1964","ST6GAL2"
"1965","SULT1C2"
"1966","SULT1C4"
"1967","GCC2"
"1968","LIMS1"
"1969","RANBP2"
"1970","CCDC138"
"1971","SH3RF3"
"1972","SEPT10"
"1973","SOWAHC"
"1974","RGPD5"
"1975","MALL"
"1976","NPHP1"
"1977","RGPD6"
"1978","BCL2L11"
"1979","ANAPC1"
"1980","MERTK"
"1981","TMEM87B"
"1982","FBLN7"
"1983","ZC3H8"
"1984","ZC3H6"
"1985","RGPD8"
"1986","TTL"
"1987","POLR1B"
"1988","CHCHD5"
"1989","SLC20A1"
"1990","CKAP2L"
"1991","IL1A"
"1992","PSD4"
"1993","PAX8"
"1994","CBWD2"
"1995","FOXD4L1"
"1996","RABL2A"
"1997","SLC35F5"
"1998","ACTR3"
"1999","DPP10"
"2000","DDX18"
"2001","CCDC93"
"2002","INSIG2"
"2003","C1QL2"
"2004","STEAP3"
"2005","C2orf76"
"2006","DBI"
"2007","SCTR"
"2008","CFAP221"
"2009","TMEM177"
"2010","PTPN4"
"2011","EPB41L5"
"2012","TMEM185B"
"2013","RALB"
"2014","INHBB"
"2015","GLI2"
"2016","CLASP1"
"2017","NIFK"
"2018","TSN"
"2019","CNTNAP5"
"2020","GYPC"
"2021","BIN1"
"2022","CYP27C1"
"2023","ERCC3"
"2024","MAP3K2"
"2025","PROC"
"2026","IWS1"
"2027","MYO7B"
"2028","LIMS2"
"2029","GPR17"
"2030","WDR33"
"2031","SFT2D3"
"2032","POLR2D"
"2033","AMMECR1L"
"2034","SAP130"
"2035","UGGT1"
"2036","HS6ST1"
"2037","RAB6C"
"2038","CCDC74B"
"2039","SMPD4"
"2040","MZT2B"
"2041","CCDC115"
"2042","IMP4"
"2043","PTPN18"
"2044","CFC1"
"2045","AMER3"
"2046","ARHGEF4"
"2047","FAM168B"
"2048","PLEKHB2"
"2049","MZT2A"
"2050","TUBA3D"
"2051","CCDC74A"
"2052","C2orf27B"
"2053","ANKRD30BL"
"2054","GPR39"
"2055","LYPD1"
"2056","NCKAP5"
"2057","MGAT5"
"2058","TMEM163"
"2059","CCNT2"
"2060","MAP3K19"
"2061","RAB3GAP1"
"2062","ZRANB3"
"2063","R3HDM1"
"2064","UBXN4"
"2065","MCM6"
"2066","DARS"
"2067","CXCR4"
"2068","THSD7B"
"2069","HNMT"
"2070","SPOPL"
"2071","NXPH2"
"2072","LRP1B"
"2073","KYNU"
"2074","ARHGAP15"
"2075","GTDC1"
"2076","ZEB2"
"2077","ACVR2A"
"2078","ORC4"
"2079","MBD5"
"2080","EPC2"
"2081","KIF5C"
"2082","LYPD6B"
"2083","LYPD6"
"2084","MMADHC"
"2085","RND3"
"2086","RBM43"
"2087","NMI"
"2088","TNFAIP6"
"2089","RIF1"
"2090","NEB"
"2091","ARL5A"
"2092","CACNB4"
"2093","STAM2"
"2094","FMNL2"
"2095","PRPF40A"
"2096","ARL6IP6"
"2097","RPRM"
"2098","GALNT13"
"2099","KCNJ3"
"2100","NR4A2"
"2101","GPD2"
"2102","ERMN"
"2103","ACVR1C"
"2104","ACVR1"
"2105","UPP2"
"2106","CCDC148"
"2107","PKP4"
"2108","DAPL1"
"2109","TANC1"
"2110","WDSUB1"
"2111","BAZ2B"
"2112","MARCH7"
"2113","CD302"
"2114","PLA2R1"
"2115","ITGB6"
"2116","RBMS1"
"2117","TANK"
"2118","PSMD14"
"2119","TBR1"
"2120","SLC4A10"
"2121","DPP4"
"2122","FAP"
"2123","IFIH1"
"2124","GCA"
"2125","KCNH7"
"2126","FIGN"
"2127","GRB14"
"2128","COBLL1"
"2129","SLC38A11"
"2130","SCN3A"
"2131","SCN2A"
"2132","CSRNP3"
"2133","GALNT3"
"2134","TTC21B"
"2135","SCN1A"
"2136","SCN9A"
"2137","SCN7A"
"2138","B3GALT1"
"2139","STK39"
"2140","CERS6"
"2141","NOSTRIN"
"2142","SPC25"
"2143","LRP2"
"2144","KLHL41"
"2145","FASTKD1"
"2146","PPIG"
"2147","CCDC173"
"2148","PHOSPHO2"
"2149","KLHL23"
"2150","SSB"
"2151","METTL5"
"2152","UBR3"
"2153","MYO3B"
"2154","SP5"
"2155","ERICH2"
"2156","GAD1"
"2157","GORASP2"
"2158","TLK1"
"2159","METTL8"
"2160","DCAF17"
"2161","CYBRD1"
"2162","DYNC1I2"
"2163","SLC25A12"
"2164","HAT1"
"2165","METAP1D"
"2166","DLX1"
"2167","DLX2"
"2168","ITGA6"
"2169","PDK1"
"2170","RAPGEF4"
"2171","CDCA7"
"2172","SP3"
"2173","OLA1"
"2174","SP9"
"2175","CIR1"
"2176","SCRN3"
"2177","GPR155"
"2178","WIPF1"
"2179","CHRNA1"
"2180","CHN1"
"2181","ATF2"
"2182","MTX2"
"2183","HNRNPA3"
"2184","NFE2L2"
"2185","AGPS"
"2186","TTC30B"
"2187","TTC30A"
"2188","PDE11A"
"2189","RBM45"
"2190","OSBPL6"
"2191","PRKRA"
"2192","FKBP7"
"2193","PLEKHA3"
"2194","TTN"
"2195","CCDC141"
"2196","SESTD1"
"2197","ZNF385B"
"2198","CWC22"
"2199","UBE2E3"
"2200","ITGA4"
"2201","CERKL"
"2202","PPP1R1C"
"2203","PDE1A"
"2204","DNAJC10"
"2205","FRZB"
"2206","NCKAP1"
"2207","DUSP19"
"2208","NUP35"
"2209","ZNF804A"
"2210","FSIP2"
"2211","ZC3H15"
"2212","ITGAV"
"2213","FAM171B"
"2214","ZSWIM2"
"2215","CALCRL"
"2216","TFPI"
"2217","GULP1"
"2218","COL3A1"
"2219","COL5A2"
"2220","WDR75"
"2221","SLC40A1"
"2222","ASNSD1"
"2223","ANKAR"
"2224","OSGEPL1"
"2225","ORMDL1"
"2226","PMS1"
"2227","C2orf88"
"2228","MSTN"
"2229","HIBCH"
"2230","INPP1"
"2231","MFSD6"
"2232","NEMP2"
"2233","NAB1"
"2234","GLS"
"2235","STAT1"
"2236","STAT4"
"2237","MYO1B"
"2238","NABP1"
"2239","TMEFF2"
"2240","SLC39A10"
"2241","DNAH7"
"2242","STK17B"
"2243","HECW2"
"2244","CCDC150"
"2245","GTF3C3"
"2246","C2orf66"
"2247","PGAP1"
"2248","ANKRD44"
"2249","SF3B1"
"2250","COQ10B"
"2251","HSPD1"
"2252","HSPE1"
"2253","MOB4"
"2254","RFTN2"
"2255","PLCL1"
"2256","SATB2"
"2257","FTCDNL1"
"2258","C2orf69"
"2259","TYW5"
"2260","SPATS2L"
"2261","KCTD18"
"2262","BZW1"
"2263","CLK1"
"2264","PPIL3"
"2265","NIF3L1"
"2266","ORC2"
"2267","FAM126B"
"2268","NDUFB3"
"2269","CFLAR"
"2270","CASP10"
"2271","CASP8"
"2272","ALS2CR12"
"2273","TRAK2"
"2274","STRADB"
"2275","TMEM237"
"2276","MPP4"
"2277","ALS2"
"2278","FZD7"
"2279","KIAA2012"
"2280","SUMO1"
"2281","NOP58"
"2282","BMPR2"
"2283","FAM117B"
"2284","ICA1L"
"2285","WDR12"
"2286","CARF"
"2287","NBEAL1"
"2288","CYP20A1"
"2289","ABI2"
"2290","RAPH1"
"2291","PARD3B"
"2292","NRP2"
"2293","INO80D"
"2294","NDUFS1"
"2295","EEF1B2"
"2296","GPR1"
"2297","ZDBF2"
"2298","ADAM23"
"2299","MDH1B"
"2300","FASTKD2"
"2301","CPO"
"2302","KLF7"
"2303","CREB1"
"2304","METTL21A"
"2305","CCNYL1"
"2306","FZD5"
"2307","PLEKHM3"
"2308","CRYGD"
"2309","CRYGA"
"2310","C2orf80"
"2311","IDH1"
"2312","PIKFYVE"
"2313","PTH2R"
"2314","MAP2"
"2315","UNC80"
"2316","RPE"
"2317","KANSL1L"
"2318","ACADL"
"2319","LANCL1"
"2320","CPS1"
"2321","ERBB4"
"2322","IKZF2"
"2323","SPAG16"
"2324","VWC2L"
"2325","BARD1"
"2326","ABCA12"
"2327","ATIC"
"2328","FN1"
"2329","MREG"
"2330","PECR"
"2331","TMEM169"
"2332","XRCC5"
"2333","MARCH4"
"2334","SMARCAL1"
"2335","RPL37A"
"2336","IGFBP2"
"2337","IGFBP5"
"2338","TNS1"
"2339","CXCR2"
"2340","ARPC2"
"2341","GPBAR1"
"2342","AAMP"
"2343","PNKD"
"2344","TMBIM1"
"2345","CATIP"
"2346","SLC11A1"
"2347","CTDSP1"
"2348","VIL1"
"2349","USP37"
"2350","PLCD4"
"2351","ZNF142"
"2352","BCS1L"
"2353","RNF25"
"2354","STK36"
"2355","TTLL4"
"2356","CYP27A1"
"2357","WNT10A"
"2358","CDK5R2"
"2359","FEV"
"2360","CRYBA2"
"2361","CFAP65"
"2362","IHH"
"2363","NHEJ1"
"2364","CNPPD1"
"2365","ZFAND2B"
"2366","ABCB6"
"2367","ATG9A"
"2368","ANKZF1"
"2369","GLB1L"
"2370","STK16"
"2371","TUBA4A"
"2372","DNAJB2"
"2373","PTPRN"
"2374","RESP18"
"2375","DNPEP"
"2376","DES"
"2377","SPEG"
"2378","GMPPA"
"2379","ASIC4"
"2380","CHPF"
"2381","TMEM198"
"2382","OBSL1"
"2383","INHA"
"2384","STK11IP"
"2385","SLC4A3"
"2386","EPHA4"
"2387","SGPP2"
"2388","FARSB"
"2389","MOGAT1"
"2390","ACSL3"
"2391","KCNE4"
"2392","SCG2"
"2393","AP1S3"
"2394","WDFY1"
"2395","MRPL44"
"2396","SERPINE2"
"2397","CUL3"
"2398","DOCK10"
"2399","NYAP2"
"2400","IRS1"
"2401","RHBDD1"
"2402","COL4A4"
"2403","COL4A3"
"2404","MFF"
"2405","AGFG1"
"2406","SLC19A3"
"2407","DAW1"
"2408","SPHKAP"
"2409","PID1"
"2410","DNER"
"2411","TRIP12"
"2412","FBXO36"
"2413","SLC16A14"
"2414","SP110"
"2415","SP140"
"2416","SP140L"
"2417","SP100"
"2418","CAB39"
"2419","ITM2C"
"2420","GPR55"
"2421","C2orf72"
"2422","PSMD1"
"2423","ARMC9"
"2424","B3GNT7"
"2425","NCL"
"2426","NMUR1"
"2427","PTMA"
"2428","PDE6D"
"2429","COPS7B"
"2430","NPPC"
"2431","DIS3L2"
"2432","ECEL1"
"2433","PRSS56"
"2434","TIGD1"
"2435","EIF4E2"
"2436","EFHD1"
"2437","GIGYF2"
"2438","KCNJ13"
"2439","NGEF"
"2440","INPP5D"
"2441","ATG16L1"
"2442","SAG"
"2443","DGKD"
"2444","USP40"
"2445","HJURP"
"2446","SPP2"
"2447","ARL4C"
"2448","SH3BP4"
"2449","AGAP1"
"2450","GBX2"
"2451","ASB18"
"2452","IQCA1"
"2453","ACKR3"
"2454","COPS8"
"2455","COL6A3"
"2456","MLPH"
"2457","RAB17"
"2458","LRRFIP1"
"2459","RBM44"
"2460","RAMP1"
"2461","SCLY"
"2462","ESPNL"
"2463","ILKAP"
"2464","HES6"
"2465","PER2"
"2466","TRAF3IP1"
"2467","ASB1"
"2468","TWIST2"
"2469","HDAC4"
"2470","NDUFA10"
"2471","OTOS"
"2472","GPC1"
"2473","ANKMY1"
"2474","DUSP28"
"2475","RNPEPL1"
"2476","CAPN10"
"2477","GPR35"
"2478","KIF1A"
"2479","SNED1"
"2480","MTERF4"
"2481","PASK"
"2482","PPP1R7"
"2483","ANO7"
"2484","HDLBP"
"2485","SEPT2"
"2486","FARP2"
"2487","STK25"
"2488","BOK"
"2489","THAP4"
"2490","ATG4B"
"2491","DTYMK"
"2492","ING5"
"2493","D2HGDH"
"2494","NEU4"
"2495","RTP5"
"2496","CHL1"
"2497","CNTN6"
"2498","CNTN4"
"2499","TRNT1"
"2500","CRBN"
"2501","SUMF1"
"2502","LRRN1"
"2503","SETMAR"
"2504","ITPR1"
"2505","BHLHE40"
"2506","ARL8B"
"2507","EDEM1"
"2508","GRM7"
"2509","LMCD1"
"2510","SSUH2"
"2511","OXTR"
"2512","RAD18"
"2513","SRGAP3"
"2514","THUMPD3"
"2515","SETD5"
"2516","LHFPL4"
"2517","MTMR14"
"2518","CPNE9"
"2519","BRPF1"
"2520","OGG1"
"2521","CAMK1"
"2522","TADA3"
"2523","TTLL3"
"2524","RPUSD3"
"2525","JAGN1"
"2526","IL17RE"
"2527","IL17RC"
"2528","CRELD1"
"2529","PRRT3"
"2530","EMC3"
"2531","FANCD2"
"2532","BRK1"
"2533","VHL"
"2534","IRAK2"
"2535","GHRL"
"2536","SEC13"
"2537","ATP2B2"
"2538","SLC6A11"
"2539","SLC6A1"
"2540","HRH1"
"2541","ATG7"
"2542","VGLL4"
"2543","TAMM41"
"2544","SYN2"
"2545","PPARG"
"2546","TSEN2"
"2547","MKRN2OS"
"2548","MKRN2"
"2549","RAF1"
"2550","CAND2"
"2551","RPL32"
"2552","IQSEC1"
"2553","NUP210"
"2554","HDAC11"
"2555","FBLN2"
"2556","WNT7A"
"2557","CHCHD4"
"2558","TMEM43"
"2559","XPC"
"2560","LSM3"
"2561","SLC6A6"
"2562","GRIP2"
"2563","CCDC174"
"2564","C3orf20"
"2565","FGD5"
"2566","NR2C2"
"2567","MRPS25"
"2568","RBSN"
"2569","CAPN7"
"2570","SH3BP5"
"2571","METTL6"
"2572","EAF1"
"2573","COLQ"
"2574","HACL1"
"2575","BTD"
"2576","ANKRD28"
"2577","GALNT15"
"2578","DPH3"
"2579","OXNAD1"
"2580","RFTN1"
"2581","PLCL2"
"2582","TBC1D5"
"2583","KCNH8"
"2584","EFHB"
"2585","RAB5A"
"2586","KAT2B"
"2587","ZNF385D"
"2588","UBE2E2"
"2589","UBE2E1"
"2590","NKIRAS1"
"2591","RPL15"
"2592","NR1D2"
"2593","THRB"
"2594","RARB"
"2595","TOP2B"
"2596","NGLY1"
"2597","OXSM"
"2598","LRRC3B"
"2599","NEK10"
"2600","SLC4A7"
"2601","CMC1"
"2602","AZI2"
"2603","ZCWPW2"
"2604","RBMS3"
"2605","TGFBR2"
"2606","GADL1"
"2607","STT3B"
"2608","OSBPL10"
"2609","ZNF860"
"2610","GPD1L"
"2611","CMTM8"
"2612","CMTM7"
"2613","CMTM6"
"2614","DYNC1LI1"
"2615","CNOT10"
"2616","TRIM71"
"2617","CCR4"
"2618","GLB1"
"2619","CRTAP"
"2620","SUSD5"
"2621","FBXL2"
"2622","UBP1"
"2623","CLASP2"
"2624","PDCD6IP"
"2625","ARPP21"
"2626","DCLK3"
"2627","TRANK1"
"2628","EPM2AIP1"
"2629","MLH1"
"2630","LRRFIP2"
"2631","GOLGA4"
"2632","C3orf35"
"2633","ITGA9"
"2634","CTDSPL"
"2635","VILL"
"2636","PLCD1"
"2637","DLEC1"
"2638","ACAA1"
"2639","MYD88"
"2640","OXSR1"
"2641","SLC22A13"
"2642","SLC22A14"
"2643","XYLB"
"2644","ACVR2B"
"2645","EXOG"
"2646","SCN5A"
"2647","SCN11A"
"2648","WDR48"
"2649","GORASP1"
"2650","TTC21A"
